交易日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-08-10,28.81,34.57,34.57,28.81,10844.0,37411687.0,23.99,43.98,10.56,1.34
2021-08-11,38.03,38.03,38.03,38.03,6517.0,24784417.0,0.0,10.01,3.46,0.8
2021-08-12,41.83,41.83,41.83,39.01,245991.0,1018117024.0,7.42,9.99,3.8,30.35
2021-08-13,42.42,43.02,46.0,41.01,457728.0,1991430256.0,11.93,2.84,1.19,56.47
2021-08-16,40.15,39.07,42.26,38.72,308361.0,1244637824.0,8.23,-9.18,-3.95,38.04
2021-08-17,37.81,36.1,38.22,35.6,256752.0,940672176.0,6.71,-7.6,-2.97,31.67
2021-08-18,35.6,35.81,36.94,34.9,156556.0,564511200.0,5.65,-0.8,-0.29,19.31
2021-08-19,35.0,36.5,37.9,34.6,183941.0,671761632.0,9.22,1.93,0.69,22.69
2021-08-20,35.71,33.52,35.75,33.21,181360.0,623892400.0,6.96,-8.16,-2.98,22.37
2021-08-23,33.01,33.82,34.19,33.0,107805.0,363132640.0,3.55,0.89,0.3,13.3
2021-08-24,33.83,33.83,34.83,33.54,112254.0,383522224.0,3.81,0.03,0.01,13.85
2021-08-25,34.1,34.94,36.8,34.08,136113.0,480827520.0,8.04,3.28,1.11,16.79
2021-08-26,34.77,34.15,34.99,33.8,112486.0,385066832.0,3.41,-2.26,-0.79,13.88
2021-08-27,33.85,35.09,35.8,33.2,137052.0,472263664.0,7.61,2.75,0.94,16.91
2021-08-30,35.14,36.15,36.65,34.67,137621.0,493489952.0,5.64,3.02,1.06,16.98
2021-08-31,35.8,33.96,35.8,33.89,125104.0,432031968.0,5.28,-6.06,-2.19,15.43
2021-09-01,33.51,32.76,34.49,32.7,93370.0,311011536.0,5.27,-3.53,-1.2,11.52
2021-09-02,32.39,32.49,32.74,32.12,69944.0,226290563.0,1.89,-0.82,-0.27,8.63
2021-09-03,32.85,33.49,33.65,32.61,86862.0,288262384.0,3.2,3.08,1.0,10.72
2021-09-06,35.16,36.84,36.84,35.16,108279.0,396989968.0,5.02,10.0,3.35,13.36
2021-09-07,36.99,37.94,39.97,36.5,286343.0,1089059408.0,9.42,2.99,1.1,35.32
2021-09-08,39.67,40.47,41.17,38.39,234588.0,932173056.0,7.33,6.67,2.53,28.94
2021-09-09,39.1,38.4,40.0,38.13,165824.0,646885792.0,4.62,-5.11,-2.07,20.46
2021-09-10,38.4,39.39,40.86,38.33,152322.0,605722256.0,6.59,2.58,0.99,18.79
2021-09-13,38.8,37.79,38.82,37.43,94524.0,359590064.0,3.53,-4.06,-1.6,11.66
2021-09-14,38.46,37.05,39.44,36.88,87336.0,331361744.0,6.77,-1.96,-0.74,10.77
2021-09-15,36.69,40.76,40.76,36.69,175742.0,691766992.0,10.99,10.01,3.71,21.68
2021-09-16,41.58,37.59,41.58,37.19,186838.0,720721680.0,10.77,-7.78,-3.17,23.05
2021-09-17,37.01,37.46,38.17,36.01,96897.0,360256672.0,5.75,-0.35,-0.13,11.95
2021-09-22,36.58,35.5,37.69,35.35,98615.0,359414096.0,6.25,-5.23,-1.96,12.17
2021-09-23,35.0,34.44,35.6,34.06,81068.0,279777008.0,4.34,-2.99,-1.06,10.0
2021-09-24,34.42,33.24,34.42,32.96,68307.0,227887442.0,4.24,-3.48,-1.2,8.43
2021-09-27,33.0,31.18,33.07,30.71,78956.0,251057183.0,7.1,-6.2,-2.06,9.74
2021-09-28,30.98,31.27,31.88,30.86,40295.0,126252085.0,3.27,0.29,0.09,4.97
2021-09-29,31.18,29.8,31.18,29.65,53747.0,162474163.0,4.89,-4.7,-1.47,6.63
2021-09-30,29.97,29.91,30.7,29.81,45789.0,138081958.0,2.99,0.37,0.11,5.65
2021-10-08,30.3,30.2,30.62,29.94,36655.0,110671166.0,2.27,0.97,0.29,4.52
2021-10-11,30.34,31.28,31.28,29.72,57343.0,175415013.0,5.17,3.58,1.08,7.07
2021-10-12,30.99,30.58,31.0,30.17,41251.0,126105791.0,2.65,-2.24,-0.7,5.09
2021-10-13,30.55,31.23,31.5,30.51,40368.0,125497715.0,3.24,2.13,0.65,4.98
2021-10-14,30.88,30.94,31.31,30.61,29776.0,92014550.0,2.24,-0.93,-0.29,3.67
2021-10-15,30.95,30.91,31.5,30.88,33618.0,104541220.0,2.0,-0.1,-0.03,4.15
2021-10-18,30.85,30.33,30.96,30.15,31844.0,96550159.0,2.62,-1.88,-0.58,3.93
2021-10-19,30.24,30.42,30.59,29.98,37084.0,111960933.0,2.01,0.3,0.09,4.57
2021-10-20,30.36,29.99,30.36,29.9,31068.0,93300447.0,1.51,-1.41,-0.43,3.83
2021-10-21,29.97,28.98,29.97,28.89,48530.0,142205362.0,3.6,-3.37,-1.01,5.99
2021-10-22,28.71,31.88,31.88,28.7,131235.0,411572640.0,10.97,10.01,2.9,16.19
2021-10-25,31.62,31.13,31.62,30.39,108716.0,336368592.0,3.86,-2.35,-0.75,13.41
2021-10-26,30.4,30.77,31.43,30.39,58587.0,180922070.0,3.34,-1.16,-0.36,7.23
2021-10-27,30.49,29.64,30.89,29.5,51475.0,153950095.0,4.52,-3.67,-1.13,6.35
2021-10-28,29.68,29.45,30.35,29.33,39580.0,117952583.0,3.44,-0.64,-0.19,4.88
2021-10-29,29.4,29.86,29.96,29.01,33415.0,99077174.0,3.23,1.39,0.41,4.12
2021-11-01,29.98,30.12,30.45,29.63,36821.0,110901877.0,2.75,0.87,0.26,4.54
2021-11-02,29.98,31.2,31.58,29.9,85658.0,264974225.0,5.58,3.59,1.08,10.57
2021-11-03,31.31,31.48,32.36,30.67,70820.0,224376828.0,5.42,0.9,0.28,8.74
2021-11-04,31.5,32.98,33.63,31.0,104230.0,340454352.0,8.35,4.76,1.5,12.86
2021-11-05,32.58,34.2,36.28,32.52,136481.0,473472592.0,11.4,3.7,1.22,16.84
2021-11-08,34.48,34.92,35.42,33.48,90103.0,312593936.0,5.67,2.11,0.72,11.12
2021-11-09,34.98,34.64,35.16,34.0,64246.0,222083546.0,3.32,-0.8,-0.28,7.93
2021-11-10,34.54,35.17,35.92,34.2,73171.0,258220014.0,4.97,1.53,0.53,9.03
2021-11-11,35.2,36.29,36.56,34.83,66891.0,239093110.0,4.92,3.18,1.12,8.25
2021-11-12,36.41,37.64,38.0,35.81,70644.0,261793251.0,6.03,3.72,1.35,8.72
2021-11-15,37.4,36.6,37.46,36.09,56301.0,206759759.0,3.64,-2.76,-1.04,6.95
2021-11-16,36.4,35.1,36.89,34.79,74782.0,264053135.0,5.74,-4.1,-1.5,9.23
2021-11-17,35.0,37.37,38.41,34.87,79119.0,292155008.0,10.09,6.47,2.27,9.76
2021-11-18,37.05,37.94,38.73,36.85,58384.0,222314146.0,5.03,1.53,0.57,7.2
2021-11-19,37.85,39.02,40.4,37.46,61233.0,238808064.0,7.75,2.85,1.08,7.55
2021-11-22,38.94,40.03,40.87,38.25,59024.0,235063476.0,6.71,2.59,1.01,7.28
2021-11-23,39.74,39.79,40.43,39.3,34992.0,139409815.0,2.82,-0.6,-0.24,4.32
2021-11-24,39.46,42.86,43.7,39.45,68492.0,287161360.0,10.68,7.72,3.07,8.45
2021-11-25,42.22,40.59,42.6,40.16,67058.0,276050224.0,5.69,-5.3,-2.27,8.27
2021-11-26,40.43,40.62,42.0,40.0,31694.0,129273489.0,4.93,0.07,0.03,3.91
2021-11-29,39.7,40.1,40.98,39.6,37227.0,149669572.0,3.4,-1.28,-0.52,4.59
2021-11-30,40.33,39.39,41.77,39.0,42195.0,169324474.0,6.91,-1.77,-0.71,5.21
2021-12-01,39.03,38.86,40.23,38.75,47558.0,187055671.0,3.76,-1.35,-0.53,5.87
2021-12-02,38.66,37.11,39.11,36.83,71695.0,269184224.0,5.87,-4.5,-1.75,8.84
2021-12-03,37.14,37.07,37.66,36.19,42791.0,158106809.0,3.96,-0.11,-0.04,5.28
2021-12-06,36.76,36.46,37.26,36.36,23430.0,86047134.0,2.43,-1.65,-0.61,2.89
2021-12-07,36.53,35.35,36.79,34.92,31528.0,112125427.0,5.13,-3.04,-1.11,3.89
2021-12-08,35.46,36.5,36.8,35.46,24786.0,89939452.0,3.79,3.25,1.15,3.06
2021-12-09,36.6,36.6,36.91,35.96,31142.0,113692474.0,2.6,0.27,0.1,3.84
2021-12-10,36.0,35.77,36.42,35.61,22504.0,80813850.0,2.21,-2.27,-0.83,2.78
2021-12-13,35.85,36.59,37.21,35.62,31301.0,114247373.0,4.45,2.29,0.82,3.86
2021-12-14,36.65,37.33,37.75,36.05,39288.0,145851394.0,4.65,2.02,0.74,4.85
2021-12-15,37.4,36.66,37.9,36.0,25506.0,94178154.0,5.09,-1.79,-0.67,3.15
2021-12-16,36.79,35.92,37.1,35.65,24418.0,88181226.0,3.96,-2.02,-0.74,3.01
2021-12-17,35.87,34.52,35.92,34.51,32256.0,112529260.0,3.93,-3.9,-1.4,3.98
2021-12-20,34.5,34.78,35.08,33.91,21634.0,74678544.0,3.39,0.75,0.26,2.67
2021-12-21,34.78,34.71,34.92,33.94,19227.0,66259556.0,2.82,-0.2,-0.07,2.37
2021-12-22,34.7,37.05,37.7,34.5,48744.0,176472729.0,9.22,6.74,2.34,6.01
